molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name,PIC50,mol,ECFP4
CHEMBL4276773,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Sc3cccs3)cc2)[C@H]1NC(C)=O,active,36.34,Neuraminidase,7.439615077027985,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9ac0>
CHEMBL493376,CCOc1c(C(=O)OC)cc(NC(=N)N)c(NC(C)=O)c1NC(=N)N,active,36.0,Neuraminidase,7.443697499232713,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbb30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9b30>
CHEMBL1179074,CCCCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,active,35.57,Neuraminidase,7.44891613481422,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9ba0>
CHEMBL4285430,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCO)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,35.4,Neuraminidase,7.450996737974212,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbc10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9c10>
CHEMBL4293261,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCN)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O=C(O)C(F)(F)F,active,34.3,Neuraminidase,7.464705879957229,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbc80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9c80>
CHEMBL4287425,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,active,32.81,Neuraminidase,7.483993769613952,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbcf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9cf0>
CHEMBL494389,CCOc1c(C(=O)O)cc(NC(=N)N)c(NC(C)=O)c1NC(=N)N,active,32.0,Neuraminidase,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbd60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9d60>
CHEMBL1956716,C=CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],active,31.8,Neuraminidase,7.497572880015567,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbdd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9dd0>
CHEMBL3759493,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@H](c3ccccc3)O[C@@H]21,active,29.91,Neuraminidase,7.5241835869686815,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbe40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9e40>
CHEMBL4163386,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,active,29.82,Neuraminidase,7.525492360883025,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbeb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9eb0>
CHEMBL3759877,COc1cccc(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@H]3OC[C@@H](c4ccccc4)O[C@@H]32)c1,active,29.64,Neuraminidase,7.528121800692709,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbf20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9f20>
CHEMBL4860142,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNC)[C@H]1NC(C)=O,active,29.6,Neuraminidase,7.528708288941061,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efbf90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed9f90>
CHEMBL1644932,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,active,28.62,Neuraminidase,7.543330370576243,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4040>
CHEMBL3760001,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@@H](c3ccccc3)O[C@@H]21,active,27.77,Neuraminidase,7.556424120249742,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee40b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed40b0>
CHEMBL4867418,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NN)[C@H]1NC(C)=O,active,26.8,Neuraminidase,7.5718652059712115,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4120>
CHEMBL508727,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(CC=C(C)C)c1O,active,26.44,Neuraminidase,7.577738549186398,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4190>
CHEMBL3355596,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,active,25.0,Neuraminidase,7.602059991327962,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4200>
CHEMBL253677,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,active,21.93,Neuraminidase,7.658961368322477,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4270>
CHEMBL229885,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,active,21.51,Neuraminidase,7.667359589612538,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee42e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed42e0>
CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,21.0,Neuraminidase,7.67778070526608,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4350>
CHEMBL4172298,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,active,21.0,Neuraminidase,7.67778070526608,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee43c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed43c0>
CHEMBL3238022,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1ccc2ccccc2c1,active,20.0,Neuraminidase,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4430>
CHEMBL4165368,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,active,18.61,Neuraminidase,7.730253626869233,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee44a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed44a0>
CHEMBL4172062,CCCCCCCC(=O)/N=C(\N)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,18.0,Neuraminidase,7.744727494896693,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4510>
CHEMBL4168794,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,active,17.31,Neuraminidase,7.7617029321246065,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4580>
CHEMBL4278125,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOCCCc2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,15.3,Neuraminidase,7.815308569182402,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee45f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed45f0>
CHEMBL1956717,C=CC(=O)N[C@@H]1[C@@H](NCC(C)C)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],active,14.6,Neuraminidase,7.835647144215563,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4660>
CHEMBL3120197,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=N)[C@H]1NC(C)=O,active,14.5,Neuraminidase,7.838631997765025,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee46d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed46d0>
CHEMBL2029866,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,active,13.68,Neuraminidase,7.863913902615902,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4740>
CHEMBL361025,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,active,13.41,Neuraminidase,7.872571222148401,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee47b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed47b0>
CHEMBL389166,O=c1c2cc(O)ccc2oc2cccc(O)c12,active,13.01,Neuraminidase,7.885722703438414,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4820>
CHEMBL3220712,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,13.0,Neuraminidase,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4890>
CHEMBL484030,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,active,12.8,Neuraminidase,7.892790030352131,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4900>
CHEMBL2296431,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,active,12.0,Neuraminidase,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4970>
CHEMBL554168,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCOc3ccc(-c4c5nc(c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,11.0,Neuraminidase,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee49e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed49e0>
CHEMBL4288789,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,10.9,Neuraminidase,7.962573502059376,<rdkit.Chem.rdchem.Mol object at 0x7f5b94efd3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4a50>
CHEMBL4288995,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,10.5,Neuraminidase,7.978810700930062,<rdkit.Chem.rdchem.Mol object at 0x7f5b94e55f20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4ac0>
CHEMBL1271773,COc1ccc(/C(C=O)=C\c2ccc(O)cc2OC)c(O)c1,active,8.8,Neuraminidase,8.05551732784983,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4a50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4b30>
CHEMBL3818654,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CNC(=O)C2CC2)OC(C(=O)O)=C[C@@H]1NC(=N)N.O=C(O)C(F)(F)F,active,8.72,Neuraminidase,8.059483515067432,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4ba0>
CHEMBL564257,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,8.5,Neuraminidase,8.070581074285707,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4c10>
CHEMBL388525,O=c1c2ccccc2oc2cc(O)cc(O)c12,active,7.73,Neuraminidase,8.111820506081676,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4c80>
CHEMBL3819617,CCOP(=O)(O)C1=C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,7.3,Neuraminidase,8.136677139879543,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4c80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4cf0>
CHEMBL3263936,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,6.9,Neuraminidase,8.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4d60>
CHEMBL3263940,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,6.7,Neuraminidase,8.173925197299173,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4d60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4dd0>
CHEMBL466246,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,active,5.97,Neuraminidase,8.224025668870631,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4dd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4e40>
CHEMBL2206458,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,5.9,Neuraminidase,8.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4eb0>
CHEMBL139702,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,active,4.2,Neuraminidase,8.3767507096021,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4eb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4f20>
CHEMBL3818436,CCC(CC)[C@H](NC(C)=O)[C@@H]1C=C(P(=O)(O)O)C[C@H]1NC(=N)N,active,4.1,Neuraminidase,8.387216143280265,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4f20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed4f90>
CHEMBL3263941,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,4.1,Neuraminidase,8.387216143280265,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ee4f90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1040>
CHEMBL4172581,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,active,4.09,Neuraminidase,8.388276691992658,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed10b0>
CHEMBL556810,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,3.7,Neuraminidase,8.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef30b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1120>
CHEMBL3238021,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,3.7,Neuraminidase,8.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1190>
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,active,3.42,Neuraminidase,8.465973893943865,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1200>
CHEMBL3342484,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2-c2ccccc2)[C@H]1NC(C)=O,active,3.2,Neuraminidase,8.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1270>
CHEMBL3263942,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,3.2,Neuraminidase,8.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed12e0>
CHEMBL3818159,CCC(CC)OC[C@@H]1CC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O.O=P(O)(O)O,active,3.1,Neuraminidase,8.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef32e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1350>
CHEMBL3819492,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](P(=O)(O)O)C[C@H]1NC(=N)N,active,3.1,Neuraminidase,8.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed13c0>
CHEMBL3220710,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,active,3.0,Neuraminidase,8.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef33c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1430>
CHEMBL5424932,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCSC1,active,2.9,Neuraminidase,8.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed14a0>
CHEMBL3817914,CCC(CC)[C@H](NC(C)=O)[C@@H]1C[C@@H](P(=O)(O)O)C[C@H]1NC(=N)N,active,2.9,Neuraminidase,8.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef34a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1510>
CHEMBL4175983,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,active,2.31,Neuraminidase,8.636388020107855,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1580>
CHEMBL3263937,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,2.2,Neuraminidase,8.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed15f0>
CHEMBL141530,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,active,2.19,Neuraminidase,8.659555885159882,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef35f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1660>
